,sector_actividad,count
988,sector construccion descripcion actividades empresa clasificada empresa contratista obras empresa servicios saon tambien actividades certificados aenor calidad medio ambiente seguridad salud construccion tipos obra movimientos tierras perforaciones desmontes vaciados explanaciones canteras pozos galerias puentes viaductos grandes estructuras fabrica u hormigon masa hormigon armado edificaciones hidraulicas abastecimientos saneamientos acequias desagues defensas margenes encauzamientos obras hidraulicas cualificacion especifica viales pistas firmes hormigon hidraulico obras viales cualificacion especifica instalaciones electricas instalaciones electronicas instalaciones electricas cualificacion especifica instalaciones mecanicas elevadoras transportadoras fontaneria sanitaria instalaciones mecanicas cualificacion especifica especiales sondeos inyecciones pilotajes pinturas metalizaciones ornamentaciones decoraciones restauracion bienes inmuebles historico artistico servicios conservacion mantenimiento muebles inmuebles conservacion mantenimiento edificios conservacion mantenimiento carreteras pistas autopistas autovias calzadas vias ferreas conservacion mantenimiento redes agua alcantarillado conservacion mantenimiento monumentos edificios singulares servicios cualificados restauracion obras arte,1
989,fabricacion estructuras metalicas,1
990,indutria agroalimentaria,1
991,asesoria consultoria ciberseguridad,1
992,accion intervencion social sensibilizacion voluntariado,1
993,servicio transporte nacional internacional aereo maritimo terrestre almacenajemanipulacion distribucion mercancias gestion aduanera,1
994,consultoria marketing,1
995,servicios logisticos co packing rrhh,1
996,consultoria formacion empresariales,1
997,educacion musical ofrecemos ensenanza reglada reglada asi ensenanza edad temprana ensenanza adultos,1
998,fabricacion distribucion productos polipropileno interiores exteriores,1
999,regulados convenio transportes mercancias residuos agua potable realizamos servicios hidrolimpiezas inspeccion tuberias autorizacion venta madera triturada transportada destino biomasa obtenida trituracion arboles frutales certificacion sello sure sostenibilidad,1
1000,ensenanza diseno desarrollo ejecucion evaluacion servicios formacion,1
1001,tecnologia innovacion,1
1002,juvenil instalaciones propias actividades somontano barbastro participantes edad escolar universitaria espana extranjero,1
1003,atencion social ambito actuacion personas mayores personas discapacidad,1
1004,personas diversidad funcional infancia tercera edad apoyo familias,1
1005,planta transferencia gestion residuos,1
1006,ayuntamiento,1
1007,fundaciones deportivas,1
1008,servicios empresas toda provincia teruel,1
1009,asesoria despacho abogados,1
1010,eficiencia energetica dentro marco instalaciones electricas,1
1011,sector artes graficas personalizacion productos traves distintos formatos impresion,1
1012,entrenamiento personalizado actividad fisica actividades promocion salud actividades entorno natural,1
1013,industria mecanica,1
1014,formacion vial actividades transporte,1
1015,recogida recuperacion clasificacion chatarras ferricas ferricas posterior venta industria siderurgica transformadores finalistas,1
1016,montajes electricos general,1
1017,elaboracion comercializacion vinos dop carinena,1
1018,multisectorial mecanizado arranque viruta pieza unitaria fabricacion mecanica general,1
1019,medios comunicacion,1
1020,seleccion contratacion formacion personal auxiliar apoyo organizacion organizacion eventos congresos,1
1021,asesoria empresas asesoramiento laboral fiscal contable mercantil,1
1022,construccion obra publica obra civil,1
1023,ensenanza reglada formacion perfeccionamiento profesional,1
1024,servicios empresas,1
1025,actividades jardineria,1
1026,coaching formacion consultoria estrategica especializado adopcion marcos metodologias agile lean,1
1027,joyeria,1
1028,sector agroalimentario naturaleza jardineria,1
1029,consultoria negocio dedicada analisis desarrollo implantacion formacion soporte erp gestion tipo empresas dynamics bussines central navision asi vertical especifico sector estaciones servicio multienergia llamado dyngas productos,1
1030,gestion actividad almacen regulador opel espana,1
1031,dedicada reciclado aparatos electricos electronicos gama marron extraccion materiales provenientes electrodomesticos ser reincorporados nuevo cadena productiva industrial materia prima,1
1032,montaje decoracion carpinteria madera,1
1033,servicios alimentacion restauracion servicios organizacion congresos asambleas etc,1
1034,construccion prefabricados hormigon,1
1035,construccion redes electricas telecomunicaciones,1
1036,educativo,1
1037,ambito actuacion principal comunidad autonoma aragon perjuicio opere resto territorio nacional desarrollo socioeconomico comunidad autonoma aragon empleo formacion investigacion desarrollo accion social servicios recursos humanos empresas emprendimiento formacion innovacion marketing recursos humanos responsabilidad social nuevas tecnologias apoyo integracion jovenes mercado laboral mediante impulso becas formacion investigacion desarrollo congresos ciclos conferencias jornadas difusion conocimiento ambito cultura ciencia economia social participacion proyectos investigacion economia sostenible busqueda socios tecnologicos financieros aportacion fondos propios,1
1038,educativo discapacidad intelectual,1
1039,sector energia,1
1040,deportivo actuacion nivel nacional territorial aragon local zaragoza,1
1041,servicios comunidad servicios edificios servicios ciudades entornos,1
1042,fundicion acero actividad industrial,1
1043,CNAE 2529 siderometalurgia cnae fabricacion cisternas grandes depositos contenedores metal diseno fabricacion instalacion comercializacion plantas almacenamiento cereal silos depositos agua,1
1044,mecanizacion comercializacion distribucion metales plasticos tecnicos elementos estanqueidad comercializacion distribucion hidraulica neumatica,1
1045,arquitectura rehabilitacion mas anos rehabilitando edificios viviendas locales creamos espacios diferentes gente diferente transformar espacios pasion,1
1046,diseno web mantenimiento soporte web marketing online consultoria,1
1047,sector servicios cuidados hogar,1
1048,sector artistico empresa teatral centrada espectaculos titeres construccion escenografias titeres companias,1
1049,servicios organizacion eventos talleres diseno venta productos fin social,1
1050,administracion debe actuar ambitos aplicacion,1
1051,educacion formacion profesorado centro centro profesorado zona geografica atencion amplia abarcando varias comarcas provincia huesca somontano ribagorza sobrarbe litera cinca medio bajo cincaen total atiende centros educativos diferentes ensenanzas,1
1052,arqueologia medio ambiente,1
1053,grupo sifu centro especial empleo lider prestacion facility services socialmente responsables proporcionamos aquellos servicios compania puede externalizar pueda centrarse actividad principal,1
1054,fabrica pinturas plasticas pastas temple barnices esmaltes imprimaciones productos afines,1
1055,fabricacion comercializacion envases embalajes madera,1
1056,tratamiento placas electronicas componentes raees residuos aparatos electricos electronicos,1
1057,grupo c industrias manufactureras fabricacion productos metalicos,1
1058,venta distribucion explosivos,1
1059,CNAE 6202 actividades programacion informatica actividades consultoria informatica cnae gestor residuos preparador reutilizacion,1
1060,actividades descontaminacion servicios gestion residuos,1
1061,orache desinfection empresas mas innovadoras sector quimico fabricando comercializando pastillas desinfectantes presente paises mundo contamos equipo amplio experiencia mas anos compactacion pastillas vendemos distribuidores grandes superficies centrales compra cliente final disponemos equipo tecnico comercial completo profesional cubrimos mundo contamos laboratorio propio certificados analisis produccion diaria desarrollo nuevos productos,1
1062,centros servicios atencion personas discapacidad,1
1063,seguridad industrial,1
1064,formacion empleo medioambiental agroforestal telematica presencial,1
1065,ambito actuacion provincial,1
1066,sector mujer socio cultural ambito actuacion provincia huesca,1
1067,asociacion multisectorial empresarios comarca jacetania,1
1068,adaptacion integral espacios mejorar accesibilidad universal personas,1
1069,conferencias formaciones desarrollo personal profesional comunicacion publico,1
1070,investigacion desarrollo comercializacion piezas innovadoras sector prefabricado,1
1071,logistica comercializacion productos alimenticios especialmente temperatura controlada obrador fileteado porcionado congelacion productos carnicos,1
1072,fabricacion componentes piezas accesorios vehiculos motor,1
1073,siderometalurgia diseno fabricacion impresoras d relacionado fabricacion aditiva,1
1074,inndeo empresa ingenieria base tecnologica focalizada prestacion servicios ingenieria i+d+i areas desarrollo producto consultoria procesos industriales actualidad empresa disena fabrica bajo marca inspectra equipos automatizacion control calidad alimentos mediante novedosas tecnicas vision artificial,1
1075,mediacion seguros,1
1076,actividades deportivas gimnasio,1
1077,sector automocion dedicamos desarrollo fabricacion componentes cajas cambio manuales cajas transferencia sector automocion,1
1078,automatizacion industrial,1
1079,educacion centro formacion,1
1080,CNAE: 7490 prestacion servicios gestion inmobiliaria cnae,1
1081,comercializacion relacion actividades relacionas abonos fertilizantes fitosanitarios semillas elementos destinados agricultura comercializacion relacion actividades relacionadas productos veterinarios medicamentos desinfectantes biocidas asi productos nutricion animal comercializacion actividades relacionadas vallados mallas tipos produccion frente granizo u inclemencias posibles danos asi actividades jardineria venta alimentos mascotas servicios desinfeccion desratizacion industrial domestica consultoria formacion,1
1082,distribucion fruta verdura canal horeca,1
1083,educacion secundaria tecnica profesional,1
1084,ensenanza idiomas traducciones asesoria viajes,1
1085,desarrollo software experiencias interactivas,1
1086,empresa especializada fabricacion transformacion espuma tecnica,1
1087,emprendimiento entorno rural,1
1088,instalacion celebracion espectaculos deportivos,1
1089,industria electrica,1
1090,contact center atencion cliente,1
1091,formacion idiomas,1
1092,CNAE: 494 cnae transporte mercancias carretera,1
1093,confeccion toldos transporte industriales,1
1094,inyeccion plasticos tecnicos,1
1095,sector siderometalurgia diseno desarrollo fabricacion reparacion moldes utillajes trabajos mecanizado piezas diseno desarrollo fabricacion piezas plastico inyeccion,1
1096,metasa compania especializada tratamientos termicos termoquimicos base acero,1
1097,diseno fabricacion componentes electronicos pasivos bobinas transformadores,1
1098,envases embalajes,1
1099,sector industrial automocion ingeniera estructural mecanica electrica automatizacion proyectos instalaciones industriales fabricaion equipamientos mantenimientos industriales,1
1100,fabricacion productos medicos quirurgicos,1
1101,manufacturas fabricacion servicios industriales terceros,1
1102,fabricacion piezas plastico inyeccion gr asi decoracion acabados piezas esteticas procesos tampografia soldadura ultrasonidos fresado termograbado pegado componentes,1
1103,comercio mayor toda clase productos textiles confeccion calzado articulos cuero especificados,1
1104,fabricacion productos caucho,1
1105,sector industria comercio metal fabricacion comercializacion herramientas corte,1
1106,nuevas tecnologias,1
1107,ensenanzas regladas oposiciones idiomas informatica clases refuerzo formacion empleo,1
1108,metal servicio asistencia tecnica mantenimiento aparatos climatizacion calefaccion agua caliente sanitaria,1
1109,sector tic seguridad informatica,1
1110,climatizacion ventilacion aerotermia obras reformas,1
1111,venta reparacion equipos informaticos electronica telefonia distribuidor autorizado fibra movil varias companias telecomunicaciones organizacion eventos discomoviles fotomaton,1
1112,sector servicios prestacion servicios consultoria organizaciones instituciones obtencion certificaciones mejora procesos ambitos excelencia engamegement personas innovacion sostenibilidad,1
1113,metal telecomunicacion,1
1114,fabricacion maquinaria agraria forestal,1
1115,diseno conformado tuberia rigida flexible diseno fabricacion montaje bloques manifold desarrollo montajes especiales suministro material hidraulico,1
1116,actividades regladas servicios soporte area calidad,1
1117,textil automocion,1
1118,arilo fruits sl empresa dedicada elaboracion zumo granada natural sector agroalimentario,1
1119,empresa biotecnologica investigacion desarrollo fabricacion apis medical device cosmetica complemento alimenticio,1
1120,mecanizados,1
1121,revaparacion venta vehiculos automoviles,1
1122,agricola fabrica comercializadora envasadora productos fertilizantes,1
1123,comercializacion carbonatos calcio aridos calizos,1
1124,servicios tic programacion desarrollo software,1
1125,distribucion explosivos,1
1126,CNAE 4675 cnae,1
1127,sector industrial actividad servicios integracion soluciones metrologia d industrial,1
1128,fabricacion primeras materias plasticas,1
1129,control plagas ddd desinfeccion desinsectacion desratizacion control xilofagos control aves control microorganismos control prevencion legionella auditorias calidad aire interior edificios cai,1
1130,fabricacion productos plastico,1
1131,alimentario industrial produccion pigmentos blancos alimentarios industriales partir sulfato calcico natural,1
1132,industria tratamiento aguas cubrimos todas necesidades cliente relacionadas agua actividades principales asesoria aportar soluciones tratamiento aguas mantenimiento tratamiento aguas recreacionales aguas consumo instalaciones industriales dar cumplimiento legislativo rd rd rd analisis agua laboratorio acreditado enac fabricacion comercializacion productos quimicos tratamiento agua servicio asistencia tecnica sat instalaciones tratamiento agua desarrollo proyectos ingenieria auditoria segun necesidades clientes,1
1133,araven slu compania internacional especializada diseno desarrollo gestion produccion comercializacion completa innovadora gama productos plasticos conservacion manipulacion alimentos sector hoteleria restauracion comercial,1
1134,distribucion productos servicios veterinarios,1
1135,reparacion maquinaria,1
1136,agroalimentario recoleccion almacenamiento clasificacion envasado frutas hueso pepita,1
1137,asesoria juridica laboral gestion laboral,1
1138,distribucion azulejos baldosas ceramica,1
1139,estructuras metalicas,1
1140,tecnologico inmobiliario administrativo,1
1141,CNAE 620 codigo cnae programacion consultoria actividades relacionadas informatica,1
1142,transporte externalizacion procesos logisticos productivosmanipulacion montaje materiales componentes industriales,1
1143,desarrollo soluciones tecnologicas,1
1144,ingenieria consultoria especializada redaccion proyectos relacionados sector primario alimentacion,1
1145,servicios limpieza restauracion jardineria mantenimiento manipulados diversos organizacion eventos,1
1146,consultoria integral recursos humanos seleccion formacion consultoria coaching,1
1147,consultoria estrategica consultoria marketing formacion,1
1148,CNAE 8559 CNAE 9001 CNAE 9003 CNAE 5915 CNAE 9003 CNAE 9001 ensenanza musical cnae animacion sociocultural cnae producciones artisticas musicales v tiempo libre cnae producciones cinematograficas video cnae creaciones artisticas literarias cnae artes escenicas cnae actividades grabacion sonidos edicion m actividad cnae artes escenicas,1
1149,industria quimica fabricacion monogliceridos,1
1150,biotecnologiafabricacion comercializacion test in vitro seguridad alimentaria,1
1151,intermediacion asesoramiento prestacion servicios ingenieria direccion proyectos mediante elaboracion estudios calculos planos demas trabajos relacionados ingenieria,1
1152,actividades contabilidad teneduria libros auditoria asesoria fiscal,1
1153,educacion formal,1
1154,asistencial sociosanitario,1
1155,servicios corredores seguros,1
1156,comercio minorista articulos regalos decoracion,1
1157,arquitectura urbanismo prestacion servicios consultoria arquitectura realizacion proyectos direcciones obra ambito edificacion urbanizacion prestacion servicios planeamiento gestion asesoramiento urbanistico,1
1158,tic automatizacion procesos industriales consultoria informatica desarrollo software,1
1159,medioambiente,1
1160,bienestar salud emocional formacion programas entrenamiento,1
1161,sector industrial actividad cnae fabricacion maquinaria uso general ncop,1
1162,dr schar espana slu dedica fabricacion comercializacion productos gluten,1
1163,construccion rehabilitacion restauracion edificios,1
1164,marketing digital consultoria diseno,1
1165,construccion general,1
1166,gres aragon industria sector ceramico construccion disena fabrica productos ceramicos pavimentar revestir exteriores interiores recubrir piel edificios revestir coronar rodear piscinas equipar instalaciones requisitos especiales higiene seguridad,1
1167,servicios profesionales arquitectura urbanismo,1
1168,sector turismo agencia viajes,1
1169,arquitectura urbanismo,1
1170,CNAE 2521 desarrollamos actividad sectores ingnieria fabricacion bienes equipo consultoria servicios mantenimiento puesta marcha instalaciones inscritos cnae fabricacion cisternas grandes depositos contenedores metal,1
1171,comercio mayor frutas verduras,1
1172,consultoria especializada normativa formacion proteccion datos privacidad lssice prevencion acoso laboral sexual razon sexo,1
1173,programacion consultoria actividades relacionadas informatica datos espaciales geograficos,1
1174,servicios lavanderia industrial imprenta digital,1
1175,voluntariado,1
1176,intermediacion coordinacion prestacion servicios apoyo organizacion actividades economicas intermediacion coordinacion prestacion servicios administrativos contables,1
1177,fundacion cepaim trabaja ocho areas diferenciadas acogida proteccion internacional cooperacion desarrollo codesarrollo desarrollo rural reto demografico empleo formacion igualdad discriminacion interseccionalidad convivencia interculturalidad desarrollo comunitario intervencion infancia jovenes familias agenda urbana exclusion residencial wwwcepaimorg areas actuacion,1
1178,fabricacion comercializacion productos calefaccion acs,1
1179,industria siderometalurgica fabricacion maquinaria usos especificos ncop,1
1180,industria fabricacion producto distribucion manipulado materiales plasticos metacrilato policarbonato pvc dibond etc,1
1181,residencia ancianos sector asuntos sociales,1
1182,consultoria asesoria empresas dedicada ocio turismo,1
1183,fabricacion films envasado productos,1
1184,ingenieria automatizacion instalaciones mantenimiento electrico fabricacion equipos electricos carga vehiculo electrico,1
1185,pertenecemos comercio metal,1
1186,revalorizacion residuos,1
1187,industria reciclado plastico,1
1188,comercio mayor complementos alimenticios elaboracion preparados alimenticios homogeneizados alimentos dieteticos,1
1189,CNAE 2740 rotulacion cnae fabricacion lamparas aparatos electricos iluminacion,1
1190,sector juridico actividades juridicas mediacion asesoria consultoria,1
1191,parques atracciones gestion centros ocio,1
1192,sector metal mecanizado piezas general,1
1193,servicios compra venta ganado vivo,1
1194,tratamiento motores materiales contenido aluminio obtencion aluminio residuo ferrico acero inoxidable residuos molienda elementos ferricos,1
1195,quimicas inyeccion plasticos,1
1196,metalurgico especializada procesadod chpa mecanizado piezas decoletaje,1
1197,distribucion pinturas decorativas industriales revestimientos,1
1198,agroalimentario venta carne ecologica,1
1199,enegia petroquimico oil&gas,1
1200,actividades sanitarias,1
1201,CNAE 4321 sector metal cnae,1
1202,legal consultoria estrategica,1
1203,control plagas desinfeccion tratamiento prevencion control legionella calidad aire interior educacion ambiental,1
1204,agencia eventos especialistas produccion gestion organizacion eventos manera integral parcial especialistas actividades dinamicas team building incentivos creamos experiencias agencia personal staff azafatas promotoras camareros personal auxiliar departamento kids especializado animaciones infantiles fiestas actuaciones pintacaras globoflexia magia departamento servicios auxiliares buzoneo carteleria parabriseado destruccion documental alquier carritos food eventos,1
1205,marketing publicidad,1
1206,ejecucion conservacion mantenimiento obra fabricacion aglomerado hormigon extraccion aridos,1
1207,fabricacion productos metalicos,1
1208,instalaciones electricas baja tension instalaciones especiales revision reparacion bobinado motores electricos construccion cuadros pequenas grandes series gestion energia reactiva suministro materiales consumo grandes series fabricacion trabajos taller,1
1209,confeccion ropa trabajo,1
1210,programacion consultoria actividades relacionadas informatica,1
1211,industria agroalimentaria,1
1212,organizacion eventos empresariales comunicacion digital,1
1213,produccion audiovisual programas tv spots creacion organizacion eventos realizacion streaming corporativos deportivos videos empresa,1
1214,almacen madera,1
1215,CNAE 4321 energia renovable fotovoltaica cnae instalaciones electricas,1
1216,consultoria servicios informaticos,1
1217,educacion colegio privado concertado oferta educativa educacion infantil unidades jornada partida educacion primaria unidades jornada partida educacion secundaria unidades bachillerato unidades modalidades humanidades ciencias tecnologia ciclos formativos f p grado basico unidades modalidades informatica comunicaciones electricidad electronica f p grado medio unidades modalidades mecanizado instalaciones telecomunicaciones electromecanica vehiculos automoviles instalaciones electricas automaticas sistemas microinformaticos redes f p grado superior unidades especialidades programacion produccion fabricacion mecanica automatizacion robotica industrial sistemas telecomunicaciones informaticos desarrollo aplicaciones multiplataforma sistemas electrotecnicos automatizados automocion curso especializacion modelado informacion construccion bim,1
1218,sector quimico servicios distribucion productos quimicos asi servicios adicionales relacionados mismo principalmente carbon activo resinas intercambiadoras,1
1219,centro especial empleo actividades distribucion flores paqueteria mensajeria,1
1220,mecanizado,1
1221,agricultura deshidratadora alfalfa forrajes comercializacion cultivo cereal comercializacion,1
1222,gestion comunicacion organizaciones periodismo generacion contenidos gestion redes sociales,1
1223,turismo activo,1
1224,asociacion profesional corredores corredurias seguros comunidad autonoma,1
1225,reconocimiento alta regimen especial trabajadores cuenta propia autonomos actividad economica comercio menor articulos descripcion actividad serv organiz congresosasambleas grupo epigrafe seccion iae tipo actividad empresarial descripcion actividad com men sellos monedas medallas colecc grupo epigrafe seccion iae tipo actividad resto empresariales descripcion actividad empresas estudio mercado grupo epigrafe seccion iae tipo actividad resto empresariales descripcion actividad servicios publicidad relaciones public grupo epigrafe seccion iae tipo actividad resto empresariales descripcion actividad edicion libros grupo epigrafe seccion iae tipo actividad resto empresariales,1
1226,psicologia coaching,1
1227,internet,1
1228,discapacidad intelectual desarrollo ocio tiempo libre deporte actividades artisticas formacion reglada etc ciudad zaragoza,1
1229,estampacion textil grabado experimental obra grafica artesania,1
1230,construccion explotaciones avicolas porcinas ganaderas fabricacion suministro equipamiento,1
1231,instalaciones electricas ingenieria,1
1232,administracion militar,1
1233,industria servicios comerciales ingenieria fabricacion sistemas manejo fluidos distribucion equipos manejo fluidos,1
1234,siderometalurgia,1
1235,transformacion chapa hierro,1
1236,epigrafe iae construccion maquinas agricolas epigrafe iae comercio mayorista maquinas agricolas,1
1237,fabricacion maquinaria agricola cabezales recolectores maiz girasol,1
1238,insalaciones electricas fotovoltaicas frigorificas climatizacion,1
1239,optica audiologia,1
1240,comercio mayor maquinaria industrial servicio postventa especializacion aire comprimido vacio industrial,1
1241,comunicacion visual artes graficas,1
1242,audiovisuales creativos,1
1243,agencia comunicacion diseno organizacion eventos congresos servicio azafatas formacion protocolo relaciones publicas comunicacion organizacion convenciones ferias muestras,1
1244,hosteleria albergue turistico alojamiento actividades juveniles ocio tiempo libre colonias verano,1
1245,crecimiento personal coaching personal profesional formacion,1
1246,bodegas alodia bodega perteneciente denominacion origen vino somontano vinedo propio dedicamos elaboracion vinos espumosos ademas ofrecemos visitas guiadas bodega restaurante alcanon alodia ofrece menu degustacion maridado vinos propios agricultores industria agroalimentaria punto turistico interes ofrecemos servicio restauracion,1
1247,servicios instalaciones electricas,1
1248,marketing comunicacion digital estrategias posicionamiento local nacional internacional campanas ecommerce redaccion web asesoramiento anuncios buscadores smm anuncios redes sociales,1
1249,sector agroalimentario actividad elaboracion mermeladas artesanas conservas vegetales,1
1250,asesoria consultoria empresarial,1
1251,formacion empleo insercion orientacion laboral promocion empresarial,1
1252,organizacion eventos promociones contratacion personal consultoria eventos asesoria materia protocolo oratoria,1
1253,carpinteria pvc aluminio fabricacion comercializacion instalacion,1
1254,sector industrial mantenimiento automatizacion industrial,1
1255,empresa dedicada siguientes actividades servicio limpieza integral vivienda comunidades negocios industrias trabajos especiales trabajos altura venta distribucion productos limpieza higiene,1
1256,confeccion articulos textiles,1
1257,actividad tereos va dirigida fabricacion almidones productos amilaceos partir maiz modificado geneticamente unica materia prima produce principalmente almidones glucosas productos emplean diversas aplicaciones ingredientes basicos nutricion humana animal alimentacion infantil emplean excipientes principios activos productos farmaceuticos sueros hospitalarios tratamientos hemodialisis asi aplicaciones industriales fabricacion papel carton,1
1258,servicios inmobiliarios financieros,1
1259,consultoria sostenibilidad ambiental social,1
1260,asesoramiento gestion empresarial formacion consultoria mentorizacion mediacion conflictos,1
1261,diseno grafico publicidad merchandising regalos,1
1262,consultoria prestacion servicios ambito responsabilidad social empresarial investigacion social diseno implementacion evaluacion proyectos sociales,1
1263,energia medio ambiente energias renovables,1
1264,CNAE: 1102 industria agroalimentaria elaboradora comercializadora vinos perteneciente denominacion origen protegida somontano cnae,1
1265,soluciones integrales ingenieria consultoria,1
1266,produccion audiovisual,1
1267,fabricacion venta maquinaria elevacion,1
1268,servicios profesionales drones,1
1269,sector carnico agricola energia renovable,1
1270,servicios vending maquinas expendedoras cafes aguas refrescos alimentos epis,1
1271,construccion rehabilitacion edificios,1
1272,diseno redaccion direccion proyecto arquitectura singular modular sostenible,1
1273,consultoria prevencion riesgos laborales ga group trabajamos activar potencial equipos trabajo organizaciones traves aprendizaje sensibilizacion expertos desarrollo proyectos impacto especialmente areas prevencion riesgos laborales gestion equipos procesos transformacion fundamentan innovacion creatividad metodologias disenadas contrastadas equipo adaptan nuevos conceptos nacen particular laboratorio ideas crear proyectos unicos emocionales,1
1274,ambito autonomico,1
1275,aeronautica espacio defensa,1
1276,social sanitario apoyo familias formativo legal,1
1277,cultural social autonomico,1
1278,formacion planificacion estrategica,1
1279,interiorismo reformas imagen marca,1
1280,sector metal fabricacion cintas transportadoras,1
1281,pasteleria panaderia industria agroalimentaria,1
1282,formacion competencas digitales personas mas anos servicios,1
1283,servicios informaticos,1
1284,sector agropecuario,1
1285,salud mental,1
1286,integracion laboral arcadia sl entidad animo lucro desarrolla actividades ambito salud mental ciudad huesca objetivo proporcionar usuarios integracion socio laboral facilite afrontar vida diaria,1
1287,empresas,1
1288,sociocultural,1
1289,CNAE 7112 cnae servicios tecnicos ingenieria actividades relacionadas asesoramiento tecnico,1
1290,convenio comercio metal fabricantes sistemas union cables sistemas suspension soportacion suministramos kits listos uso incluye cable acero galvanizado cortado medida,1
1291,educacion ambiental ocio actividad economica zoologico botanico similares,1
1292,publicacion prensa diaria,1
1293,produccion piezas platico automocion,1
1294,CNAE 2015 sector primario cnae fabricacion fertilizantes compuestos nitrogenados,1
1295,serigrafia diseno grafico encuadernacion artesanal,1
1296,plataforma logistica agroalimentaria,1
1297,servicios tecnologia audiovisual,1
1298,marketing digital,1
1299,energias renovables climatizacion electricidad,1
1300,externalizacion procesos logisticos industriales,1
1301,productos incontinencia urinaria adultos,1
1302,marketing,1
1303,sector metalurgico,1
1304,ganaderia produccion ganado porcino,1
1305,fabricacion articulos acabados metales ncop,1
1306,ingenieria arquitectura servicios asesoria tecnica,1
1307,ambito actuacion entidad principalmente local abarcando toda extension sistema iberico zaragozano desarrollamos mayor parte proyectos restauracion ecosistemas conservacion biodiversidad obstante contamos capacidad respaldo institucional actuar nivel estatal dado entidad alcance nacional estructura permite implementar iniciativas especificas areas geograficas territorio espanol coordinar acciones conservacion restauracion diferentes ecosistemas dentro pais enfoque combina intervencion local capacidad replicar escalar iniciativas asegurando asi buenas practicas desarrolladas ambito sistema iberico puedan ser implementadas regiones contribuyendo conservacion biodiversidad nivel estatal,1
1308,alimentacion comercio minorista,1
1309,ambito accion propio asociacion vendra marcado territorio ambito funcional comunidad autonoma aragon,1
1310,discapacidad auditiva ambito autonomico,1
1311,promocion social laboral personas nivel individual colectivo impulsando reconocimiento ejercicio derechos economicos sociales culturales particularmente sufren condiciones vulnerabilidad encuentran riesgo exclusion social,1
1312,ambito social amplio servicios basicos comedor ropero atencion sociol personalizada alojamientos temporales centro terapeutico alcohol centro educacion infantil formacion reintegracion socio laboral etc,1
1313,accion social juventud,1
1314,madera fabricacion muebles comerciales madera metalicos,1
1315,hosteleria restauracion formacion,1
1316,sector transporte mercancias carretera actividad asesoramiento integral tributario fiscal laboral trafico etc,1
1317,sector empresarial,1
1318,umec compania especializada mecanizado alta precision fabricacion conjuntos mecanicos utillajes,1
1319,sector construccion,1
1320,compraventa patatas general toda clase frutos productos agricolas mayor menor destino consumo humano igual siembra plantacionytransporte dichas mercancias,1
1321,consultoria proyectos medio ambiente ciclo agua,1
1322,pertenece sector fabricantes cisternas maquinaria agricola actividades desarrolla fabricantes cisternas vehiculos combinados desatascos limpiezas alcantarillado incluyendo servicios carroceria especiales dichos vehiculos pueden incluir vehiculo tractor,1
1323,economista servicios empresas profesionales,1
1324,consultoria estadistica,1
1325,residencia personas mayores situacion dependencia,1
1326,sector construccion consolidacion preparacion terrenos construccion,1
1327,diseno marketing comunicacion,1
1328,turismo alojamiento turistico,1
1329,diseno web editorial grafico comunicacion redes sociales posicionamiento seo optimizacion web,1
1330,cnae actividades consultoria informatica,1
1331,prestador cualificado servicios confianza,1
1332,sanitario servicios,1
1333,dentro sector industrial egalle empresa dedica fabricar distribuir productos cosmetica capilar gel hidroalcoholico personalizando diferenciando cada marcas llegar diferentes mercados cosmetica profesional retail multiprecio farmacias,1
1334,sector telecomunicaciones epigrafe iae epigrafe instalaciones electricas general instalacion redes telegraficas telefonicas telefonia hilos television actividad comunicaciones energia seguridad servicios tic equipamientos iot internet cosas domotica actividad complementaria telecobaragon hace apoyo tecnologico instalaciones etc servicios vendidos anterior,1
1335,residencia personas mayores,1
1336,prestacion servicios limpieza mantenimiento limpiezas puntuales empresas particulares comunidades,1
1337,centro formacion reglada formacion profesional empleo,1
1338,laboratorio ensayos,1
1339,fabricacion instalacion carpinteria aluminio,1
1340,instalacion carpinteria,1
1341,artes graficas packaging,1
1342,servicios diseno prestacion servicios consultoria recursos humanos especializada programas outplacement individual grupales asi programas recolocacion planes sociales diseno prestacion servicios consultoria estrategica gestion proyectos especializada licitaciones gestion subvenciones planes formacion planes empleo programas recolocacion planes comunicacion estudios mercado imparticion cursos formacion,1
1343,arquitectura construccion,1
1344,comercio mayor tejidos metros industria manufacturera sector quimico transformacion espuma flexible pu polimeros,1
1345,servicios web marketing online gestion proyectos ambito sanitario,1
1346,consultoria energetica mejora eficiencia energetica ahorro energetico energias renovables,1
1347,ambito deportivo dedicado deportistas todas edades,1
1348,faro centro ayuda orientacion problemas humanos nace marzo finalidad establecer atencion profesional anonima gratuita pueda acceder toda persona problema necesite orientacion abordarlo servicio acoge distincion religion ideologias cultura raza sexo,1
1349,servicios sociales insercion laboral,1
1350,asistencia atencion integracion social asi promocion insercion laboral personas discapacidad riesgo exclusion social,1
1351,partido politico ambito nacional,1
1352,sector deportivo,1
